"No.","Time","Source","Destination","Protocol","Length","Info"
"3216","63.339432","104.18.32.47","192.168.0.185","TLSv1.3","178","Application Data"
"3217","63.339525","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115123 Ack=28508 Win=131072 Len=0"
"3218","63.349754","192.168.0.185","104.18.32.47","TLSv1.3","89","Application Data"
"3219","63.354687","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=28508 Ack=115158 Win=237568 Len=0"
"3220","63.635341","104.18.32.47","192.168.0.185","TLSv1.3","154","Application Data"
"3221","63.677290","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115158 Ack=28608 Win=131072 Len=0"
"3223","63.831362","192.168.0.185","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"3225","63.839509","104.18.32.47","192.168.0.185","TLSv1.3","178","Application Data"
"3226","63.847543","192.168.0.185","104.18.32.47","TLSv1.3","89","Application Data"
"3227","63.854631","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=28732 Ack=115193 Win=237568 Len=0"
"3230","64.081056","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3231","64.094852","104.18.32.47","192.168.0.185","TLSv1.3","138","Application Data"
"3232","64.101976","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3233","64.143075","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=28816 Win=130816 Len=0"
"3236","64.354730","104.18.32.47","192.168.0.185","TLSv1.3","154","Application Data"
"3237","64.405563","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=28916 Win=130816 Len=0"
"3238","64.557471","104.18.32.47","192.168.0.185","TLSv1.3","178","Application Data"
"3239","64.606963","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29040 Win=130560 Len=0"
"3240","64.716970","192.168.0.185","23.215.0.138","TCP","54","53637  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"3241","64.729467","104.18.32.47","192.168.0.185","TLSv1.3","154","Application Data"
"3243","64.778097","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29140 Win=130560 Len=0"
"3244","64.966777","104.18.32.47","192.168.0.185","TLSv1.3","146","Application Data"
"3245","65.012927","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29232 Win=130304 Len=0"
"3246","65.171906","104.18.32.47","192.168.0.185","TLSv1.3","146","Application Data"
"3247","65.214459","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29324 Win=130304 Len=0"
"3248","65.479034","104.18.32.47","192.168.0.185","TLSv1.3","138","Application Data"
"3249","65.527304","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29408 Win=130304 Len=0"
"3250","65.683047","104.18.32.47","192.168.0.185","TLSv1.3","162","Application Data"
"3251","65.729827","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29516 Win=130048 Len=0"
"3252","65.885597","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=1431 Ack=1431 Win=510 Len=110"
"3253","65.890249","104.18.32.47","192.168.0.185","TLSv1.3","186","Application Data"
"3254","65.890249","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=1431 Ack=1541 Win=1253 Len=110"
"3255","65.931727","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29648 Win=131584 Len=0"
"3256","65.931727","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=1541 Ack=1541 Win=510 Len=0"
"3257","66.092313","142.251.223.10","192.168.0.185","UDP","120","443  >  55190 Len=78"
"3258","66.092313","104.18.32.47","192.168.0.185","TLSv1.3","146","Application Data"
"3259","66.093934","192.168.0.185","142.251.223.10","UDP","75","55190  >  443 Len=33"
"3260","66.147466","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29740 Win=131328 Len=0"
"3261","66.297060","104.18.32.47","192.168.0.185","TLSv1.3","170","Application Data"
"3262","66.297354","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3263","66.301992","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3264","66.350178","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29856 Win=131328 Len=0"
"3265","66.503258","104.18.32.47","192.168.0.185","TLSv1.3","194","Application Data"
"3266","66.503258","142.250.183.142","192.168.0.185","UDP","79","443  >  56172 Len=37"
"3267","66.503802","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3268","66.504873","192.168.0.185","142.250.183.142","UDP","75","56172  >  443 Len=33"
"3269","66.508345","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3270","66.552560","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=29996 Win=131072 Len=0"
"3271","66.708286","104.18.32.47","192.168.0.185","TLSv1.3","138","Application Data"
"3272","66.708652","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3273","66.709280","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3274","66.713494","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3275","66.713711","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3276","66.729034","104.18.32.47","192.168.0.185","TLSv1.3","458","Application Data"
"3277","66.729136","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=30484 Win=130560 Len=0"
"3278","66.729570","104.18.32.47","192.168.0.185","TLSv1.3","130","Application Data"
"3279","66.772306","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=115193 Ack=30560 Win=130560 Len=0"
"3282","66.913917","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3283","66.914192","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3284","66.926488","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3285","66.926488","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3287","67.132273","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3288","67.132589","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3289","67.144717","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3290","67.145244","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3291","67.179175","192.168.0.185","3.233.158.25","TCP","54","53642  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"3292","67.321201","104.18.32.47","192.168.0.185","TLSv1.3","187","Application Data"
"3293","67.345137","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=115193 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3298]"
"3294","67.345137","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=116593 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3298]"
"3295","67.345137","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=117993 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3298]"
"3296","67.345137","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=119393 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3298]"
"3297","67.345137","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=120793 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3298]"
"3298","67.345137","192.168.0.185","104.18.32.47","TLSv1.3","99","Application Data"
"3299","67.345723","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3300","67.346085","192.168.0.185","104.18.32.47","TLSv1.3","585","Application Data"
"3301","67.346335","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3302","67.348739","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=30693 Ack=122238 Win=253952 Len=0"
"3303","67.349130","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=30693 Ack=122769 Win=253952 Len=0"
"3304","67.349130","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3305","67.349456","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3306","67.432310","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=122769 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3310]"
"3307","67.432310","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=124169 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3310]"
"3308","67.432310","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=125569 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3310]"
"3309","67.432310","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=126969 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3310]"
"3310","67.432310","192.168.0.185","104.18.32.47","TLSv1.3","85","Application Data"
"3311","67.432640","192.168.0.185","104.18.32.47","TCP","1454","53659  >  443 [ACK] Seq=128400 Ack=30693 Win=130304 Len=1400 [TCP PDU reassembled in 3312]"
"3312","67.432640","192.168.0.185","104.18.32.47","TLSv1.3","93","Application Data"
"3313","67.444382","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=30693 Ack=126969 Win=262144 Len=0"
"3314","67.444382","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=30693 Ack=128400 Win=270336 Len=0"
"3315","67.444382","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [ACK] Seq=30693 Ack=129839 Win=270336 Len=0"
"3316","67.554351","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3317","67.566102","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3318","67.730932","104.18.32.47","192.168.0.185","TLSv1.3","626","Application Data"
"3319","67.730932","104.18.32.47","192.168.0.185","TLSv1.3","105","Application Data"
"3320","67.730932","104.18.32.47","192.168.0.185","TLSv1.3","85","Application Data"
"3321","67.730932","104.18.32.47","192.168.0.185","TLSv1.3","324","Application Data"
"3322","67.730932","104.18.32.47","192.168.0.185","TLSv1.3","101","Application Data"
"3323","67.730932","104.18.32.47","192.168.0.185","TLSv1.3","85","Application Data"
"3324","67.731099","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=129839 Ack=31695 Win=131584 Len=0"
"3325","67.755147","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3326","67.767004","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3327","67.767418","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3328","67.770890","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3329","67.937162","142.251.221.170","192.168.0.185","UDP","201","443  >  57261 Len=159"
"3330","67.938616","192.168.0.185","142.251.221.170","UDP","75","57261  >  443 Len=33"
"3331","68.140812","104.18.32.47","192.168.0.185","TCP","1494","443  >  53659 [ACK] Seq=31695 Ack=129839 Win=270336 Len=1440 [TCP PDU reassembled in 3332]"
"3332","68.140812","104.18.32.47","192.168.0.185","TLSv1.3","622","Application Data"
"3333","68.140812","104.18.32.47","192.168.0.185","TLSv1.3","99","Application Data"
"3334","68.140812","104.18.32.47","192.168.0.185","TLSv1.3","85","Application Data"
"3335","68.140979","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=129839 Ack=33779 Win=131584 Len=0"
"3336","68.142387","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3337","68.146141","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3338","68.174913","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3339","68.179063","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3340","68.305219","192.168.0.185","104.18.32.47","TCP","66","53662  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"3341","68.305393","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [FIN, ACK] Seq=129839 Ack=33779 Win=131584 Len=0"
"3342","68.317755","104.18.32.47","192.168.0.185","TCP","66","443  >  53662 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"3343","68.317930","192.168.0.185","104.18.32.47","TCP","54","53662  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"3344","68.319196","192.168.0.185","104.18.32.47","TCP","1454","53662  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 3345]"
"3345","68.319196","192.168.0.185","104.18.32.47","TLSv1.3","646","Client Hello (SNI=chatgpt.com)"
"3346","68.319668","104.18.32.47","192.168.0.185","TCP","54","443  >  53659 [FIN, ACK] Seq=33779 Ack=129840 Win=270336 Len=0"
"3347","68.319763","192.168.0.185","104.18.32.47","TCP","54","53659  >  443 [ACK] Seq=129840 Ack=33780 Win=131584 Len=0"
"3348","68.323885","104.18.32.47","192.168.0.185","TCP","54","443  >  53662 [ACK] Seq=1 Ack=1993 Win=73728 Len=0"
"3349","68.323885","104.18.32.47","192.168.0.185","TLSv1.3","1429","Server Hello, Change Cipher Spec, Application Data"
"3350","68.325514","192.168.0.185","104.18.32.47","TLSv1.3","118","Change Cipher Spec, Application Data"
"3351","68.325909","192.168.0.185","104.18.32.47","TLSv1.3","146","Application Data"
"3352","68.326251","192.168.0.185","104.18.32.47","TCP","1454","53662  >  443 [ACK] Seq=2149 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 3356]"
"3353","68.326251","192.168.0.185","104.18.32.47","TCP","1454","53662  >  443 [ACK] Seq=3549 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 3356]"
"3354","68.326251","192.168.0.185","104.18.32.47","TCP","1454","53662  >  443 [ACK] Seq=4949 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 3356]"
"3355","68.326251","192.168.0.185","104.18.32.47","TCP","1454","53662  >  443 [ACK] Seq=6349 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 3356]"
"3356","68.326251","192.168.0.185","104.18.32.47","TLSv1.3","85","Application Data"
"3357","68.326482","192.168.0.185","104.18.32.47","TCP","1454","53662  >  443 [ACK] Seq=7780 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 3358]"
"3358","68.326482","192.168.0.185","104.18.32.47","TLSv1.3","275","Application Data"
"3359","68.328254","104.18.32.47","192.168.0.185","TLSv1.3","582","Application Data, Application Data"
"3360","68.328327","192.168.0.185","104.18.32.47","TCP","54","53662  >  443 [ACK] Seq=9401 Ack=1904 Win=131584 Len=0"
"3361","68.328516","192.168.0.185","104.18.32.47","TLSv1.3","85","Application Data"
"3362","68.330314","104.18.32.47","192.168.0.185","TCP","54","443  >  53662 [ACK] Seq=1904 Ack=3549 Win=73728 Len=0"
"3363","68.330314","104.18.32.47","192.168.0.185","TCP","54","443  >  53662 [ACK] Seq=1904 Ack=6349 Win=81920 Len=0"
"3364","68.330314","104.18.32.47","192.168.0.185","TCP","54","443  >  53662 [ACK] Seq=1904 Ack=7780 Win=81920 Len=0"
"3365","68.330353","104.18.32.47","192.168.0.185","TCP","54","443  >  53662 [ACK] Seq=1904 Ack=9401 Win=90112 Len=0"
"3366","68.330353","104.18.32.47","192.168.0.185","TLSv1.3","85","Application Data"
"3367","68.359432","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3368","68.371946","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3369","68.372623","104.18.32.47","192.168.0.185","TCP","54","443  >  53662 [ACK] Seq=1935 Ack=9432 Win=90112 Len=0"
"3370","68.375026","192.168.0.185","104.18.32.47","TCP","54","53662  >  443 [ACK] Seq=9432 Ack=1935 Win=131328 Len=0"
"3371","68.577261","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3372","68.577476","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3373","68.586905","104.18.32.47","192.168.0.185","TLSv1.3","654","Application Data"
"3374","68.586905","104.18.32.47","192.168.0.185","TLSv1.3","101","Application Data"
"3375","68.587040","192.168.0.185","104.18.32.47","TCP","54","53662  >  443 [ACK] Seq=9432 Ack=2582 Win=130816 Len=0"
"3376","68.587174","104.18.32.47","192.168.0.185","TLSv1.3","85","Application Data"
"3377","68.589756","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3378","68.589756","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3379","68.638004","192.168.0.185","104.18.32.47","TCP","54","53662  >  443 [ACK] Seq=9432 Ack=2613 Win=130816 Len=0"
"3380","68.793036","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3381","68.805452","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3382","68.981601","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3383","68.994130","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3384","69.012942","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3385","69.016961","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3386","69.230097","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3387","69.243091","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3388","69.648002","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3389","69.660523","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3390","70.191135","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3391","70.204230","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3392","70.471075","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3393","70.483984","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3394","70.596159","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3395","70.599921","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3396","70.844816","192.168.0.185","148.113.9.58","TCP","55","[TCP Keep-Alive] 53260  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"3397","70.892192","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=1541 Ack=1541 Win=510 Len=110"
"3398","70.901787","148.113.9.58","192.168.0.185","TCP","66","[TCP Keep-Alive ACK] 443  >  53260 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"3399","70.903128","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=1541 Ack=1651 Win=1253 Len=110"
"3400","70.954053","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=1651 Ack=1651 Win=509 Len=0"
"3401","72.090614","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3402","72.103607","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3403","72.443952","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=f3d6f14a8bb0205b, PKN: 1, PING, PING, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PING, CRYPTO, PADDING"
"3404","72.448943","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=f3d6f14a8bb0205b, PKN: 2, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"3405","72.449707","192.168.0.185","142.250.195.163","QUIC","124","0-RTT, DCID=f3d6f14a8bb0205b"
"3406","72.450237","192.168.0.185","142.250.195.163","QUIC","835","0-RTT, DCID=f3d6f14a8bb0205b"
"3407","72.455399","142.250.195.163","192.168.0.185","QUIC","82","Initial, SCID=f3d6f14a8bb0205b, PKN: 1, ACK"
"3408","72.455399","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f3d6f14a8bb0205b, PKN: 2, ACK, PADDING"
"3409","72.481948","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=f3d6f14a8bb0205b, PKN: 6, PADDING, PING, PADDING"
"3410","72.485396","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f3d6f14a8bb0205b, PKN: 3, ACK, PADDING"
"3411","72.489277","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f3d6f14a8bb0205b, PKN: 4, CRYPTO, PADDING"
"3412","72.489699","142.250.195.163","192.168.0.185","QUIC","346","Protected Payload (KP0)"
"3413","72.490292","192.168.0.185","142.250.195.163","QUIC","120","Handshake, DCID=f3d6f14a8bb0205b"
"3414","72.490598","142.250.195.163","192.168.0.185","QUIC","986","Protected Payload (KP0)"
"3415","72.490598","142.250.195.163","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"3416","72.490737","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"3417","72.490954","192.168.0.185","142.250.195.163","QUIC","73","Protected Payload (KP0), DCID=f3d6f14a8bb0205b"
"3418","72.492998","142.250.195.163","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"3419","72.493226","192.168.0.185","142.250.195.163","QUIC","73","Protected Payload (KP0), DCID=f3d6f14a8bb0205b"
"3420","72.646781","142.250.195.163","192.168.0.185","QUIC","559","Protected Payload (KP0)"
"3421","72.646781","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"3422","72.646781","142.250.195.163","192.168.0.185","QUIC","559","Protected Payload (KP0)"
"3423","72.646781","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"3424","72.647776","192.168.0.185","142.250.195.163","QUIC","77","Protected Payload (KP0), DCID=f3d6f14a8bb0205b"
"3425","72.648287","192.168.0.185","142.250.195.163","QUIC","75","Protected Payload (KP0), DCID=f3d6f14a8bb0205b"
"3426","72.648394","192.168.0.185","142.250.195.163","QUIC","77","Protected Payload (KP0), DCID=f3d6f14a8bb0205b"
"3427","72.651415","142.250.195.163","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"3428","72.845396","192.168.0.185","172.64.155.209","TCP","66","53663  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"3429","72.852969","172.64.155.209","192.168.0.185","TCP","66","443  >  53663 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"3430","72.853149","192.168.0.185","172.64.155.209","TCP","54","53663  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"3431","72.854753","192.168.0.185","172.64.155.209","TCP","1454","53663  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 3432]"
"3432","72.854753","192.168.0.185","172.64.155.209","TLSv1.3","649","Client Hello (SNI=ab.chatgpt.com)"
"3433","72.859649","172.64.155.209","192.168.0.185","TCP","54","443  >  53663 [ACK] Seq=1 Ack=1401 Win=73728 Len=0"
"3434","72.859649","172.64.155.209","192.168.0.185","TCP","54","443  >  53663 [ACK] Seq=1 Ack=1996 Win=73728 Len=0"
"3435","72.860812","172.64.155.209","192.168.0.185","TLSv1.3","1429","Server Hello, Change Cipher Spec, Application Data"
"3436","72.861861","192.168.0.185","172.64.155.209","TLSv1.3","118","Change Cipher Spec, Application Data"
"3437","72.862196","192.168.0.185","172.64.155.209","TLSv1.3","146","Application Data"
"3438","72.862476","192.168.0.185","172.64.155.209","TLSv1.3","566","Application Data"
"3439","72.862564","192.168.0.185","172.64.155.209","TCP","1454","53663  >  443 [ACK] Seq=2664 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 3440]"
"3440","72.862564","192.168.0.185","172.64.155.209","TLSv1.3","308","Application Data"
"3441","72.865244","172.64.155.209","192.168.0.185","TLSv1.3","582","Application Data, Application Data"
"3442","72.865338","192.168.0.185","172.64.155.209","TCP","54","53663  >  443 [ACK] Seq=4318 Ack=1904 Win=131584 Len=0"
"3443","72.865598","192.168.0.185","172.64.155.209","TLSv1.3","85","Application Data"
"3444","72.866369","172.64.155.209","192.168.0.185","TLSv1.3","85","Application Data"
"3445","72.866369","172.64.155.209","192.168.0.185","TCP","54","443  >  53663 [ACK] Seq=1935 Ack=4318 Win=81920 Len=0"
"3446","72.917806","192.168.0.185","172.64.155.209","TCP","54","53663  >  443 [ACK] Seq=4349 Ack=1935 Win=131328 Len=0"
"3447","72.928893","172.64.155.209","192.168.0.185","TCP","54","443  >  53663 [ACK] Seq=1935 Ack=4349 Win=81920 Len=0"
"3448","72.933974","172.64.155.209","192.168.0.185","TLSv1.3","978","Application Data"
"3449","72.933974","172.64.155.209","192.168.0.185","TLSv1.3","101","Application Data"
"3450","72.933974","172.64.155.209","192.168.0.185","TLSv1.3","85","Application Data"
"3451","72.934105","192.168.0.185","172.64.155.209","TCP","54","53663  >  443 [ACK] Seq=4349 Ack=2937 Win=130560 Len=0"
"3452","73.412898","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"3453","73.425118","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"3454","73.803896","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"3455","73.815981","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"3456","74.466048","192.168.0.185","142.250.195.238","QUIC","1288","Protected Payload (KP0), DCID=faeade12052ac318"
"3457","74.466227","192.168.0.185","142.250.195.238","QUIC","1292","Protected Payload (KP0), DCID=faeade12052ac318"
"3458","74.466279","192.168.0.185","142.250.195.238","QUIC","1292","Protected Payload (KP0), DCID=faeade12052ac318"
"3459","74.466329","192.168.0.185","142.250.195.238","QUIC","1016","Protected Payload (KP0), DCID=faeade12052ac318"
"3460","74.477721","142.250.195.238","192.168.0.185","QUIC","71","Protected Payload (KP0)"
"3461","74.478467","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"3462","74.478467","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"3463","74.503511","142.250.195.238","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"3464","74.503949","192.168.0.185","142.250.195.238","QUIC","73","Protected Payload (KP0), DCID=faeade12052ac318"
"3465","74.694199","142.250.195.238","192.168.0.185","QUIC","717","Protected Payload (KP0)"
"3466","74.694199","142.250.195.238","192.168.0.185","QUIC","158","Protected Payload (KP0)"
"3467","74.694347","142.250.195.238","192.168.0.185","QUIC","717","Protected Payload (KP0)"
"3468","74.694781","192.168.0.185","142.250.195.238","QUIC","77","Protected Payload (KP0), DCID=faeade12052ac318"
"3469","74.694956","192.168.0.185","142.250.195.238","QUIC","75","Protected Payload (KP0), DCID=faeade12052ac318"
"3470","74.766840","192.168.0.185","142.250.195.238","QUIC","72","Protected Payload (KP0), DCID=faeade12052ac318"
"3471","74.779331","142.250.195.238","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"3472","74.779331","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"3474","75.314005","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"3475","75.326912","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"3476","75.409723","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
